Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude_final,Longitude_final
1453,Bank Danamon Indonesia,2.5,0.4,16.1,5.9,Indonesia,Asia,-0.895,119.8594
1454,Life Technologies,3.8,0.4,8.6,10.8,USA,North America,45.0225,-93.4617
1455,Shanghai Pharmaceuticals,10.8,0.3,8.1,5.6,China,Asia,35.9176,103.8501
1455,Arca Continental,4.4,0.4,4.9,12,Mexico,North America,16.2361,-93.8995
1455,Avon Products,10.7,0,7.4,8.7,USA,North America,38.5553,-121.737
1455,Wyndham Worldwide,4.5,0.4,9.5,8.6,USA,North America,42.9987,-78.1802
1459,SNC-Lavalin Group,7.9,0.3,9.7,6.4,Canada,North America,45.53,-73.93
1460,GPT Group,0.7,0.6,9.7,6,Australia,Oceania,-37.8142,144.9631
1461,Tasnee,4.8,0.5,12.2,5.3,Saudi Arabia,Asia,21.4933,39.1728
1462,TPK Holding,5.9,0.5,3.4,6.7,Taiwan,Asia,22.7044,120.5724
1463,Hysan Development,0.3,1.3,8.8,5.2,Hong Kong,Asia,22.2877,114.0865
1464,Capita,5.4,0.4,6.3,8.7,UK,Europe,53.7258,-1.812
1465,Grupo Elektra,5.3,-1.5,12.8,9.5,Mexico,North America,26.1083,-103.4431
1466,Allahabad Bank,3.3,0.4,36,1.3,India,Asia,11.4167,75.9333
1466,Ashland,8.1,0.1,12.4,6.4,USA,North America,33.6219,-114.6195
1468,WorleyParsons,7.6,0.4,4.4,6.6,Australia,Oceania,-19.25,146.8167
1469,Mexichem,4.9,0.4,7.6,10.8,Mexico,North America,19.4522,-96.9614
1470,American Water Works,2.9,0.4,14.7,7.1,USA,North America,45.2014,-93.692
1471,Samsung Electro-Mechanic,7,0.4,6.5,6.4,South Korea,Asia,37.8667,127.7333
1472,Yamaha Motor,13.9,0.1,11.1,4.9,Japan,Asia,34.5167,135.85
1472,Petsmart,6.8,0.4,2.5,6.7,USA,North America,42.2506,-71.0187
1472,Brown-Forman,2.4,0.4,3.5,14.7,USA,North America,33.8676,-118.0805
1475,Electric Power Development,7.9,0.2,23.9,3.8,Japan,Asia,32.2667,130.9333
1475,Nomos Bank,2.7,0.4,29.4,2.6,Russia,Europe,74.0165,111.51
1477,NHN,2.1,0.5,2.8,10.4,South Korea,Asia,35.5,128.75
1477,SinoPac Financial,1.3,0.3,46.7,3.5,Taiwan,Asia,23.8595,120.5878
1479,Daelim Industrial,9.6,0.4,10.2,2.8,South Korea,Asia,36.8431,126.5781
1480,Fortis (Canada),3.8,0.4,15,6.9,Canada,North America,45.6369,-73.8
1480,Hoya,4.4,0.5,6.7,8.2,Japan,Asia,34.6728,133.7464
1480,Tauron Group,7.6,0.5,10.1,2.5,Poland,Europe,50.1167,19.25
1483,Avago Technologies,2.4,0.6,2.9,8.8,Singapore,Asia,1.35,103.7
1484,Protective Life,3.6,0.3,57.4,2.7,USA,North America,39.324,-81.5383
1485,China National Chemical,6.9,0.4,7.2,6.7,China,Asia,27.545,105.4174
1486,Huntsman,11.2,0.3,8.9,4.6,USA,North America,35.506,-120.7181
1487,Crown Ltd,2.8,0.5,5.9,9.4,Australia,Oceania,-37.8294,140.7828
1487,Mondi,7.7,0.3,8.7,6.4,UK,Europe,53.3042,-1.1244
1489,Bunzl,8.7,0.3,4.8,6.5,UK,Europe,51.43,-2.76
1489,Concho Resources,1.8,0.4,8.6,10.1,USA,North America,41.7138,-88.2902
1491,SK Networks,24.8,0,10,1.7,South Korea,Asia,36.1539,127.0847
1492,Newell Rubbermaid,5.9,0.4,6.2,7.3,USA,North America,41.0003,-74.5531
1493,Reliance Steel,8.4,0.4,5.9,5.3,USA,North America,33.5279,-86.7971
1494,Kingdom Holding,0.8,0.2,11.2,19,Saudi Arabia,Asia,26.4333,50.1
1495,Hutchinson Port Holdings,1.6,0.3,17.4,7.3,Singapore,Asia,1.35,103.75
1496,Petronas Dagangan,9.6,0.3,3.2,7.4,Malaysia,Asia,6.8833,116.8333
1497,Jindal Steel & Power,3.6,0.8,8.8,6.2,India,Asia,12.0957,76.8078
1498,G4S,11.9,0.1,9.1,6.4,UK,Europe,53.5675,-0.08
1499,Perrigo,3.3,0.4,4.3,10.9,USA,North America,41.1505,-76.0003
1500,Unicharm,5.2,0.3,5.2,10.6,Japan,Asia,35.0667,134.7333
1500,Nvidia,4.3,0.6,6.4,7.8,USA,North America,34.165,-117.9921
1500,Xilinx,2.2,0.5,4.6,10.1,USA,North America,34.8802,-82.465
1503,Chang Hwa Bank,1.2,0.3,52.3,4.3,Taiwan,Asia,23.983,120.7326
1504,Accor,7.3,-0.8,10,8.4,France,Europe,49.62,0.75
1505,Alpha Bank,4.6,-1.4,76.9,0.5,Greece,Europe,37.9667,24
1506,New Hope Liuhe,11.4,0.4,3.5,3.6,China,Asia,50.5667,123.7167
1506,Taiwan Cooperative Financial,1.9,0.2,91,4.5,Taiwan,Asia,24.7,121.7833
1508,Samsung Card,3.3,0.7,15.3,4.1,South Korea,Asia,37.4667,127.15
1509,X5 Retail Group,15.8,-0.1,9.6,5,Russia,Europe,63.6667,71.3333
1510,Ametek,3.3,0.5,5.2,10.4,USA,North America,41.103,-112.0238
1510,CBRE Group,6.5,0.3,7.8,8.2,USA,North America,45.7373,-122.6316
1512,Smurfit Kappa Group,9.7,0.3,10.9,3.7,Ireland,Europe,53.991,-7.3601
1513,BBMG,5.1,0.5,13.3,4.4,China,Asia,32.3912,119.4363
1514,Bank Audi,2,0.4,31.3,2.4,Lebanon,Asia,34.2511,36.0111
1515,Flowserve,4.8,0.4,4.8,8.1,USA,North America,39.2861,-84.5258
1516,Orkla,5.4,0.3,10.4,8.4,Norway,Europe,59.1156,9.71
1517,Embraer,6.2,0.3,9.5,6.3,Brazil,South America,-11.6667,-39.85
1517,EasyJet,6.2,0.4,6.9,6.4,UK,Europe,51.4064,-2.5594
1519,Huatai Securities,1.3,0.3,13.6,9.5,China,Asia,19.1645,110.3043
1520,BR Malls,0.6,0.9,8.7,5.8,Brazil,South America,-12.5844,-38.9558
1521,Hexagon,3.2,0.5,7,9.8,Sweden,Europe,61.3,17.0833
1522,Lundbergs,3.3,0.5,13.9,5.2,Sweden,Europe,61.0167,14.5333
1523,Compal Electronics,23.1,0.2,9.8,3,Taiwan,Asia,25.0143,121.4672
1524,Neste Oil,23.7,0.2,9.7,3.8,Finland,Europe,60.4667,22.0333
1526,Travis Perkins,7.9,0.4,7.1,5,UK,Europe,51.295,-0.329
1527,Masraf Al Rayan,0.7,0.4,16.9,5.1,Qatar,Asia,25.5669,51.4847
1528,Xiamen C&D,12.8,0.4,8.2,2.3,China,Asia,36.9014,79.6261
1529,China International Marine,8.6,0.3,10.3,4.9,China,Asia,24.616,97.8818
1530,Public Power,7.7,0,21.2,2,Greece,Europe,37.8667,23.75
1531,Aker Solutions,8.1,0.4,7.1,5.1,Norway,Europe,59.575,10.7319
1532,Crescent Point Energy,2,0.2,12.2,14.4,Canada,North America,45.0333,-79.3
1533,BS Financial Group,2.1,0.3,38.6,2.8,South Korea,Asia,35.1653,126.8486
1534,China Merchants Securities,1.1,0.3,10.9,9.7,China,Asia,23.884,100.089
1534,Sino Land,1.1,0.6,14.7,3.9,Hong Kong,Asia,22.2367,114.105
1534,HCL Technologies,3.8,0.4,3.2,10.2,India,Asia,16.21,79.9087
1537,Citrix Systems,2.6,0.4,4.8,8.1,USA,North America,37.7822,-90.4282
1538,FinanciÃ¨re de l'Odet,11,0.3,11.1,3.2,France,Europe,46.6678,4.3697
1539,PostNL,5.7,0.9,6.1,1,The Netherlands,Europe,51.5074,-0.1778
1540,InterContinental Hotels,1.9,0.6,3.1,8.1,UK,Europe,54.618,-1.069
1541,Avis Budget Group,7.4,0.3,15.2,3,USA,North America,35.1204,-120.6197
1542,Natura Cosmeticos,3.1,0.4,2.5,10.5,Brazil,South America,-23.3967,-45.8839
1543,CGI Group,6.3,0,10.8,8,Canada,North America,46.05,-74.28
1544,Hunan Valin Steel,11.7,0,13.6,1,China,Asia,25.6194,106.535
1545,Sigma-Aldrich,2.6,0.5,3.8,9.5,USA,North America,47.7921,-122.3077
1546,Saudi Arabian Mining,1.5,0.3,14.7,8.1,Saudi Arabia,Asia,28.4211,48.4956
1547,NSK,8.9,0.3,10.2,4.2,Japan,Asia,36.5425,140.4109
1548,CR Bard,3,0.5,4.2,8.3,USA,North America,33.7933,-118.3175
1549,Experditors International,6,0.3,3,7.9,USA,North America,42.2891,-89.6346
1550,Union National Bank,1.2,0.4,23.7,2.7,United Arab Emirates,Asia,24.2075,55.7447
1551,Kinross Gold,4.3,-2.5,14.9,9.1,Canada,North America,45.1333,-71.8
1551,Weir Group,4.1,0.5,5.3,7.9,UK,Europe,51.78,-1.49
1553,China Communications Services,9.8,0.4,7.2,4.7,China,Asia,21.6172,110.0319
1554,ICAP,2.7,0.2,129.9,3.2,UK,Europe,53.1833,-0.5875
1555,Wistron,22.2,0.2,9.4,2.5,Taiwan,Asia,24.6319,121.7539
1556,Banca Popolare dell'Emilia,4.1,0,81.3,2.6,Italy,Europe,43.9667,12.6
1556,Hokuhoku Financial Group,2.5,0.2,128.7,2.6,Japan,Asia,43.55,142.05
1559,Beam,2.5,0.4,8.6,10.1,USA,North America,40.1324,-77.1642
1560,Hokkaido Electric Power,7.7,-0.9,19.6,1.7,Japan,Asia,34.5833,135.7
1561,LagardÃ¨re,9.5,0.1,12.4,5,France,Europe,48.6369,2.3403
1561,Kansas City Southern,2.2,0.4,6.4,11.9,USA,North America,40.486,-74.3697
1563,Pall,2.7,0.6,3.5,7.6,USA,North America,33.2337,-86.8791
1564,Chinese Estates,0.4,1.3,9.6,2.9,Hong Kong,Asia,22.28,114.075
1565,Pinnacle West,3.3,0.4,13.4,6.3,USA,North America,29.0011,-82.1953
1566,BOK Financial,1.5,0.4,28.1,4.2,USA,North America,26.2318,-98.3823
1567,Yamaguchi Financial,1.8,0.2,110.2,2.5,Japan,Asia,32.5,130.6
1568,Dongfang Electric,6,0.3,12.6,4.7,China,Asia,34.5891,103.5081
1569,Coloplast,1.9,0.4,1.8,11.4,Denmark,Europe,55.7167,9.5333
1570,World Fuel Services,38.9,0.2,4.1,2.9,USA,North America,39.9651,-76.7315
1571,Burberry Group,3,0.4,2.4,9.7,UK,Europe,50.722,-1.798
1572,Salzgitter,13.4,-0.1,11.7,2.5,Germany,Europe,51.85,13.7167
1572,Scripps Network Interactive,2.3,0.4,4.1,9.6,USA,North America,36.1482,-85.5109
1574,Banrisul,3.6,0.4,22.3,3.6,Brazil,South America,-3.6839,-42.75
1576,Arkema,8.4,0.3,7.2,6.4,France,Europe,48.4092,-4.3956
1577,Shangri-La Asia,2.1,0.4,11.9,7.2,Hong Kong,Asia,22.2367,114.155
1578,Ingredion,6.5,0.4,5.6,5.3,USA,North America,45.0573,-92.8313
1580,UNY Group Holdings,13.3,0.1,11.7,1.7,Japan,Asia,40.9649,140.44
1581,Indian Bank,2.6,0.3,27.5,1.4,India,Asia,11.2069,77.5922
1581,Joyo Bank,1.9,0.2,97.1,4.2,Japan,Asia,33.5539,130.1978
1581,Enagas,1.6,0.5,10.6,5.8,Spain,Europe,42.35,-3.7067
1584,Teradata,2.7,0.4,3.1,9.6,USA,North America,35.8927,-106.2862
1585,Nishi-Nippon City Bank,1.9,0.2,92.7,2.4,Japan,Asia,33.45,129.9667
1586,Marfrig Group,12.3,-0.1,12,2.5,Brazil,South America,-3.5328,-40.6569
1586,Hyosung,11.2,0.1,12.9,1.6,South Korea,Asia,34.6833,127.7333
1588,77 Bank,1.4,0.1,92.2,2,Japan,Asia,35.9808,140.1648
1588,Wolters Kluwer,4.8,0.4,8.5,6.6,The Netherlands,Europe,51.5074,-0.1278
1588,Plains Exploration,2.6,0.3,17.3,6.1,USA,North America,35.7311,-77.9284
1591,Empresas CMPC,4.8,0.2,14,8,Chile,South America,-33.4833,-70.55
1592,Goodman Group,0.7,0.4,8.4,8.9,Australia,Oceania,-31.55,115.634
1592,Inner Mongolia Yili,6,0.3,3.2,8.9,China,Asia,35.4667,110.4333
1594,Grupo Argos,3.8,0.2,15.2,9.5,Colombia,South America,9.2403,-74.3556
1594,CVR Energy,8.6,0.4,3.6,4.8,USA,North America,43.3472,-70.5707
1596,Magnitogorsk Iron & Steel,8.5,-0.1,16.2,3.3,Russia,Europe,50.7833,40.5833
1597,TDK,9.8,0,12.6,4.6,Japan,Asia,34.64,135.1956
1598,Bank of Kyoto,1.4,0.2,89.4,3.5,Japan,Asia,35.2852,140.2454
1599,Helmerich & Payne,3.3,0.6,5.9,7,USA,North America,28.1312,-82.5999
1600,McCormick & Co,4,0.4,4.2,9.4,USA,North America,40.7227,-73.7029
1601,Buenaventura,1.5,0.7,4.5,6.3,Peru,South America,-9.0472,-77.7433
1602,Smiths Group,4.7,0.4,5.3,7.8,UK,Europe,55.8997,-4.4006
1604,InTouch,0.3,0.5,1.5,8.6,Thailand,Asia,7.8881,98.3975
1605,Hatteras Financial,0.5,0.3,26.4,2.7,USA,North America,35.5207,-82.5537
1606,Gecina,0.9,0.3,14.8,7.1,France,Europe,43.4475,5.6836
1607,Sumitomo Rubber,8.2,0.4,8.5,4.3,Japan,Asia,35.8367,139.5803
1608,Kawasaki Kisen Kaisha,11.7,-0.5,12.3,2.2,Japan,Asia,35.132,137.0394
1609,Atco,4.4,0.4,14.4,5,Canada,North America,48.8666,-72.2333
1610,Maanshan Iron & Steel,11.8,-0.6,12.2,2.3,China,Asia,27.5036,120.3975
1611,Quinenco,4.1,0.2,46.3,5,Chile,South America,-38.7333,-72.6667
1611,Mizrahi Tefahot Bank,2.1,0.3,43.4,2.4,Israel,Asia,32.8333,35.0833
1613,TCL Corp,11,0.1,12.8,3.4,China,Asia,34.7356,101.5978
1613,Shandong Gold-Mining,6.3,0.3,2,7.6,China,Asia,32.982,109.6099
1615,Advance Auto Parts,6.2,0.4,4.6,5.9,USA,North America,41.724,-81.2536
1616,E-L Financial,3,0.5,16.7,2.1,Canada,North America,42.1931,-82.9256
1616,Western Refining,9.5,0.4,2.5,3.1,USA,North America,33.5986,-86.4963
1618,Banco de Valencia,1.2,-4.7,28.3,6,Spain,Europe,39.9625,-0.2639
1619,Hiroshima Bank,1.5,0.2,80.5,2.9,Japan,Asia,35.6369,139.4463
1620,NHPC,1.4,0.6,11.8,4.6,India,Asia,24.0217,88.6263
1620,Hachijuni Bank,2,0.2,80.2,2.9,Japan,Asia,34.4333,134.9167
1622,Doosan Infracore,7.2,0.4,10.5,2.3,South Korea,Asia,37.3833,126.9333
1623,Grifols,3.5,0.3,7.4,12.1,Spain,Europe,43.1792,-2.3106
1624,Gunma Bank,1.5,0.2,78.5,2.7,Japan,Asia,32.7167,130.8
1624,Jtekt,12.7,0.2,11.4,3.3,Japan,Asia,35.476,137.1416
1626,Soriana,8,0.3,5.7,6.8,Mexico,North America,26.9861,-102.0664
1627,Usiminas,6.2,-0.3,15.3,5.3,Brazil,South America,-10.6958,-37.0308
1628,Chugoku Bank,1.4,0.2,76.7,3.2,Japan,Asia,33.6681,130.7972
1629,Bankinter,3.7,0.2,76.5,3.3,Spain,Europe,38.3,-5.2667
1630,Waters,1.8,0.5,3.2,8.1,USA,North America,45.6053,-121.1818
1631,Netease,1.3,0.6,3.1,6.8,China,Asia,31.558,106.005
1631,Jizhong Energy Resources,6,0.5,6,4.9,China,Asia,21.9898,112.4549
1633,Novozymes,2,0.4,2.6,11,Denmark,Europe,55.8333,12.0666
1633,URS,11,0.3,8.8,3.5,USA,North America,36.0981,-84.1283
1635,Banca Popolare di Milano,2,-0.6,69.3,2,Italy,Europe,45.6333,9.9
1636,ARM Holdings,0.9,0.3,2.3,19.6,UK,Europe,55.4529,-4.2638
1637,Iyo Bank,1.4,0.2,68.9,2.8,Japan,Asia,34.5833,135.6333
1638,Oil India,1.9,0.7,4.5,6.1,India,Asia,22.1013,80.5497
1639,Bendigo & Adelaide Bank,3.8,0.2,58.5,4.4,Australia,Oceania,-33.6908,117.5553
1640,Halyk Bank,1.6,0.5,16,2,Kazakhstan,Europe,52.2528,76.7789
1641,Pacific Rubiales Energy,3.9,0.5,7.1,7.1,Canada,North America,44.5667,-80.9333
1642,Michael Kors Holdings,2,0.3,1.2,11.5,Hong Kong,Asia,22.3456,114.15
1642,Juroku Bank,1.4,0.1,66.6,1.5,Japan,Asia,37.977,140.7821
1642,Aboitiz Equity Ventures,1.6,0.5,4.6,7.8,Philippines,Asia,9.6018,122.4668
1645,Qatar Islamic Bank,0.9,0.3,20.1,4.6,Qatar,Asia,25.4697,51.3975
1646,Rite Aid,26.1,-0.2,7.2,1.7,USA,North America,37.6862,-122.4685
1647,Serco Group,7.8,0.4,5.3,4.7,UK,Europe,52.7661,-0.886
1648,Minmetals Development,25.7,0.1,7.6,2.6,China,Asia,23.6014,116.3257
1648,Boliden,6.2,0.5,6.1,4.6,Sweden,Europe,59.2239,15.2075
1650,Banco Carige,2,-0.1,65.1,1.8,Italy,Europe,44,8.1667
1651,Constellation Brands,2.7,0.4,8.3,8.4,USA,North America,40.7129,-73.3585
1651,CYS Investments,0.3,0.4,21.1,2.1,USA,North America,42.1629,-88.3159
1654,Tate & Lyle,4.9,0.5,4.6,5.8,UK,Europe,51.549,-1.125
1654,Salesforce.com,3,-0.3,5.5,25.8,USA,North America,40.7266,-73.6447
1656,Corporation Bank,2.9,0.3,32.1,1.1,India,Asia,25.5482,86.1667
1656,Tech Data,25.4,0.2,6.8,1.9,USA,North America,38.4581,-90.2156
1658,Imperial Holdings,9.9,0.4,5.5,4.2,South Africa,Africa,-32.5667,27.4167
1659,Tiffany & Co,3.8,0.4,4.6,8.8,USA,North America,40.0522,-75.6679
1660,Piraeus Bank,3.9,-8.6,62.5,0.3,Greece,Europe,37.5167,22.3833
1660,Korea Zinc,4.9,0.5,4.6,5.7,South Korea,Asia,35.2,128.0833
1662,Blom Bank,1.6,0.3,25,1.7,Lebanon,Asia,33.93,35.745
1662,Manpower,20.7,0.2,7,4.5,USA,North America,26.109,-98.2464
1664,Aggreko,2.6,0.4,3.4,8,UK,Europe,57.693,-2.005
1665,JB Hunt Transport,5.1,0.3,2.5,8.7,USA,North America,42.2573,-71.4687
1666,Metropolitan Bank & Trust,1.5,0.3,21.7,6,Philippines,Asia,11.4214,122.6662
1667,Airgas,4.9,0.3,5.5,7.9,USA,North America,43.539,-70.4624
1668,Aareal Bank,1.5,0.1,60.3,1.4,Germany,Europe,50.8683,9.7075
1669,Senshu Ikeda Holdings,1.4,0,60.3,1.3,Japan,Asia,39.72,140.1026
1669,Timken,5,0.5,4.2,5.5,USA,North America,38.9953,-76.8885
1671,FirstGroup,10.7,0.3,8.4,1.5,UK,Europe,53.743,-2.393
1672,Japan Securities,0.2,0,59.9,0.7,Japan,Asia,35.1475,133.0025
1673,Pepco Holdings,5.1,0.3,15.8,4.8,USA,North America,44.0716,-103.2204
1674,Hero MotoCorp,4.6,0.5,1.9,6.2,India,Asia,17.065,73.6158
1676,Nanto Bank,1,0,58.2,1.3,Japan,Asia,37.8678,139.0942
1677,Maxim Integrated Products,2.4,0.4,3.7,9.6,USA,North America,40.2537,-103.7903
1678,Bank Muscat,1.1,0.4,20.5,3.3,Oman,Asia,22.9339,57.775
1679,Alexion Pharmaceuticals,1.1,0.3,2.6,18.2,USA,North America,31.1449,-81.4746
1680,Gemdale,3.8,0.5,14.3,4.3,China,Asia,38.4858,112.9643
1680,Balfour Beauty,15.4,0.1,9.2,2.9,UK,Europe,53.8142,-3.0503
1682,Daishi Bank,0.9,0.1,56.8,1.4,Japan,Asia,32.7833,132.95
1683,STX Offshore,10,0.1,12.1,0.5,South Korea,Asia,36.7833,126.9833
1683,Thomas Cook Group,15.3,-0.9,9.2,1.6,UK,Europe,55.826,-3.22
1685,Macerich,0.9,0.3,9.3,8.6,USA,North America,33.4499,-117.6102
1685,Varian Medical Systems,2.9,0.4,2.9,8,USA,North America,28.1217,-81.4821
1687,Mashreq Bank,1.5,0.4,20.8,2.2,United Arab Emirates,Asia,25.5033,55.5475
1688,Hellenic Petroleum,13.8,0.1,62.5,0.3,Greece,Europe,40.65,22.95
1689,Shiga Bank,1.1,0.1,54.9,1.6,Japan,Asia,35.1,138.5667
1690,Hyakugo Bank,1,0.1,54.8,1.2,Japan,Asia,35.0167,135.9667
1691,Permanent TSB Group,1.7,-1.3,53.9,1.7,Ireland,Europe,51.8667,-8.4
1692,Israel Discount Bank,2.9,0.2,53.8,1.9,Israel,Asia,31.8,34.65
1692,Verisk Analytics,1.5,0.3,2.4,11,USA,North America,35.0753,-92.4692
1694,Dubai Islamic Bank,1.3,0.3,26,2.2,United Arab Emirates,Asia,25.7667,55.95
1695,Lawson,5.9,0.3,6.4,7.1,Japan,Asia,39.3113,140.5533
1697,FMC,3.7,0.4,4.4,8.3,USA,North America,38.7825,-90.6061
1699,Ogaki Kyoritsu Bank,1,0.1,52.7,1.3,Japan,Asia,38.2833,140.2667
1700,Linear Technology,1.3,0.4,1.9,8.8,USA,North America,42.1039,-87.9267
1701,Abu Dhabi Islamic Bank,1,0.3,23.3,2.4,United Arab Emirates,Asia,25.2131,55.2972
1702,Windstream,6.2,0.2,14,5.2,USA,North America,38.8896,-77.2056
1703,Orient,2.6,0,52,1.9,Japan,Asia,34.5733,135.4831
1704,ITV,3.6,0.4,4.4,7.8,UK,Europe,51.5204,-0.1136
1705,Randgold Resources,1.3,0.4,3.1,7.7,Channel Islands,Europe,51.5074,-0.0778
1705,Toho Bank,0.7,0.1,51.4,0.8,Japan,Asia,37.1571,140.4468
1705,Ezdan Holding Group,0.2,0.1,10.7,11.7,Qatar,Asia,25.4175,51.5075
1708,Central Bank of India,4,0.1,45.2,1,India,Asia,10.7375,76.3125
1709,OPAP,5.2,0.7,2.3,2.8,Greece,Europe,40.7667,22.15
1710,Vopak,1.7,0.4,6.6,7.9,The Netherlands,Europe,51.5074,-0.0278
1711,San-In Godo Bank,1.1,0.1,50.1,1.4,Japan,Asia,35.134,137.1454
1711,Aspen Pharmacare Holdings,1.9,0.4,3.8,9.7,South Africa,Africa,-27.9333,22.7333
1713,Higo Bank,0.9,0.1,49.9,1.4,Japan,Asia,33.18,129.715
1714,Shanghai Industrial,2.5,0.4,14.9,3.3,Hong Kong,Asia,22.2877,114.1365
1716,RMB Holdings,0.6,0.6,3.3,6.1,South Africa,Africa,-26.2678,27.8585
1717,JC Penney,13,-1,9.8,3.4,USA,North America,39.9756,-75.5927
1718,PBF Energy,20.1,0,4.3,3.8,USA,North America,30.3375,-81.4127
1719,Hyakujushi Bank,0.9,0.1,48.7,1.2,Japan,Asia,35.7768,140.0008
1720,Grasim Industries,4.9,0.5,7.2,5,India,Asia,23.8331,79.4419
1721,Bolsas & Mercados,0.4,0.2,48.2,2.2,Spain,Europe,40.965,-5.6642
1722,Nabors Industries,6.8,0.2,12.7,5,Bermuda,North America,32.343,-64.782
1723,E-Trade Financial,2.2,-0.1,47.4,3.1,USA,North America,31.0253,-97.7297
1724,Eutelsat Communications,1.5,0.4,6.3,8,France,Europe,51.0413,2.4037
1725,LIG Insurance,8,0.2,13.9,1.1,South Korea,Asia,36.8431,126.6281
1726,Hanwa,18.9,0.1,7.1,0.8,Japan,Asia,35.803,139.3622
1726,Carphone Warehouse,0,1.2,1.2,1.4,UK,Europe,53.613,-2.339
1728,DIA,13.4,0.2,4.4,4.9,Spain,Europe,28.6825,-17.765
1729,Syndicate Bank,3.2,0.3,35.8,1.3,India,Asia,15.314,76.3151
1730,Kiyo Holdings,1,0.1,46.6,1.2,Japan,Asia,34.0031,131.1819
1731,Juniper Networks,4.4,0.2,9.8,10.4,USA,North America,36.317,-94.1531
1732,Musashino Bank,0.9,0.1,46.1,1.3,Japan,Asia,34.3914,132.4519
1732,Masco,7.7,-0.1,6.9,7.1,USA,North America,36.4247,-99.4058
1734,China Gezhouba,8.3,0.2,12.3,2.9,China,Asia,34.5937,102.4814
1734,Keiyo Bank,0.9,0.1,45.8,1.6,Japan,Asia,35.2294,136.8214
1736,LinkedIn,1,0,1.4,19.1,USA,North America,40.7959,-74.4945
1737,Jyske Bank,1.7,0.1,45.6,2.5,Denmark,Europe,57.05,9.9167
1738,NÃ¼rnberger,4.7,0.1,28.9,0.9,Germany,Europe,51.15,11.9667
1739,Foot Locker,6.2,0.4,3.4,4.9,USA,North America,42.9716,-87.873
1740,CNO Financial Group,4.3,0.2,34.1,2.6,USA,North America,41.7658,-71.4858
1741,Tim Hortons,3.1,0.4,2.3,7.9,Canada,North America,48.6142,-123.42
1742,Doosan Heavy Industries,8.6,0,12.6,3.5,South Korea,Asia,37.65,126.8
1743,Cattolica Assicurazioni,5.2,0.1,23.2,1,Italy,Europe,44.7667,10.6833
1744,Tronox,1.8,1.1,5.5,2.4,USA,North America,38.6712,-121.75
1745,Great Wall Technology,15.2,0,8.5,0.2,China,Asia,21.9244,110.8422
1746,Kagoshima Bank,0.9,0.1,43.3,1.4,Japan,Asia,35.0692,134.0044
1747,Meiji Holdings,13.4,0.1,9.1,3.3,Japan,Asia,33.35,130.75
1748,Terumo,4.7,0.3,8.3,8.3,Japan,Asia,36.0422,139.3999
1749,Indian Overseas Bank,3.9,0.2,43.1,1,India,Asia,10.7167,76.0333
1749,SL Green Realty,1.4,0.2,14.4,7.8,USA,North America,38.4189,-107.859
1751,Bank of Queensland,2.8,0,43,3.1,Australia,Oceania,-32.799,134.2048
1751,Renesas Electronics,10.7,-0.8,10.4,1.1,Japan,Asia,35.2508,140.3886
1751,Invesco Mortgage Capital,0.6,0.3,18.9,2.9,USA,North America,43.4695,-89.7376
1754,Banca Popolare di Sondrio,2,0,42.7,1.8,Italy,Europe,40.3167,18.2
1754,OfficeMax,6.9,0.4,3.8,1,USA,North America,41.6638,-83.5827
1756,Suruga Bank,1.2,0.2,42.2,3.8,Japan,Asia,35.6995,139.503
1758,Taiwan Business Bank,0.9,0.1,41.8,1.6,Taiwan,Asia,23.1333,121.2833
1759,IKB Deutsche,2.6,-0.7,41.8,0.4,Germany,Europe,49.35,7.0333
1759,OGE Energy,3.7,0.4,9.9,6.7,USA,North America,40.4762,-79.8254
1761,CorpBanca,2,0.2,28.3,4.7,Chile,South America,-39.3667,-72.6333
1761,PhosAgro,3.1,0.6,3.4,5.5,Russia,Europe,54.0664,54.9358
1761,Green Mountain Coffee,4,0.4,3.5,8.1,USA,North America,35.0243,-110.7095
1764,China Agri-Industries,11.8,0.2,9.6,2.9,Hong Kong,Asia,22.2371,114.1357
1764,Vietin Bank,2.6,0.3,24.2,2.4,Vietnam,Asia,11.0508,106.7636
1766,People's United Financial,1.3,0.2,30.3,40.6,USA,North America,26.3808,-98.8215
1767,Popular,2.2,0.2,36.5,2.9,USA,North America,40.8033,-73.3375
1768,Gannett,5.4,0.4,6.4,5,USA,North America,37.4487,-79.1057
1768,AOL,2.2,1,2.8,2.6,USA,North America,28.4053,-97.749
1770,Hokkoku Bank,0.8,0.1,41.3,1.3,Japan,Asia,36.8627,136.7976
1771,Quanta Services,5.9,0.3,5.1,6.3,USA,North America,38.9944,-94.4641
1771,CC Media Holdings,6.2,-0.4,16.3,0.2,USA,North America,33.8229,-118.2931
1773,Luzhou Laojiao,1.3,0.5,1.9,6.6,China,Asia,26.9471,108.7524
1773,Kimberly-Clark de Mexico,2.3,0.3,2.2,9.6,Mexico,North America,21.5083,-104.8931
1775,DLF,1.9,0.2,12.4,8.6,India,Asia,25.475,85.0913
1775,Credito Emiliano,1.9,0.2,40.5,1.7,Italy,Europe,41.72,12.6711
1777,Konica Minolta,9.3,0.2,10.5,4.2,Japan,Asia,33.1606,130.4397
1778,Whitbread,2.8,0.4,4.7,7,UK,Europe,55.942,-3.054
