Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude_final,Longitude_final
1,ICBC,134.8,37.8,2813.5,237.3,China,Asia,32.7333,117.9167
2,China Construction Bank,113.1,30.6,2241,202,China,Asia,23.9475,115.5361
3,JPMorgan Chase,108.2,21.3,2359.1,191.4,USA,North America,38.9049,-76.7906
4,General Electric,147.4,13.6,685.3,243.7,USA,North America,34.6312,-79.0186
5,Exxon Mobil,420.7,44.9,333.8,400.4,USA,North America,35.0061,-80.9389
6,HSBC Holdings,104.9,14.3,2684.1,201.3,UK,Europe,51.4791,-0.6095
7,Royal Dutch Shell,467.2,26.6,360.3,213.1,The Netherlands,Europe,51.3574,-0.2778
8,Agricultural Bank of China,103,23,2124.2,150.8,China,Asia,26.3404,107.1866
9,PetroChina,308.9,18.3,347.8,261.2,China,Asia,27.1274,109.1755
9,Berkshire Hathaway,162.5,14.8,427.5,252.8,USA,North America,33.9392,-80.393
11,Bank of China,98.1,22.1,2033.8,131.7,China,Asia,40.1656,116.3144
12,Wells Fargo,91.2,18.9,1423,201.3,USA,North America,41.2884,-73.9227
13,Chevron,222.6,26.2,233,232.5,USA,North America,42.1258,-76.0329
14,Volkswagen Group,254,28.6,408.2,94.4,Germany,Europe,51.0167,13.65
15,Wal-Mart Stores,469.2,17,203.1,242.5,USA,North America,39.5879,-105.0694
15,Apple,164.7,41.7,196.1,416.6,USA,North America,34.0829,-117.9722
17,Gazprom,144,40.6,339.3,111.4,Russia,Europe,67.3667,32.5
18,BP,370.9,11.6,301,130.4,UK,Europe,51.3813,-0.0543
19,Citigroup,90.7,7.5,1864.7,143.6,USA,North America,43.3472,-70.6207
20,Petrobras,144.1,11,331.6,120.7,Brazil,South America,-11.1808,-40.5178
20,Samsung Electronics,187.8,21.7,196.3,174.4,South Korea,Asia,34.9506,127.4875
22,BNP Paribas,126.2,8.6,2504.2,71.3,France,Europe,50.7544,3.1211
23,Total,240.5,14.1,224.1,114.4,France,Europe,46.3833,6.5833
24,AT&T,127.4,7.3,272.3,200.1,USA,North America,35.7819,-78.3952
25,Allianz,140.3,6.8,915.8,66.4,Germany,Europe,50.15,8.8333
26,Sinopec-China Petroleum,411.7,10.1,200,106.9,China,Asia,36.0819,114.3481
27,Mitsubishi UFJ Financial,59,11.9,2653.1,85.7,Japan,Asia,35.8911,139.7909
28,Bank of America,100.1,4.2,2210,135.5,USA,North America,38.7308,-120.7979
29,China Mobile,88.8,20.5,168.7,213.8,Hong Kong,Asia,22.2807,114.1122
30,ENI,163.7,10,185.2,86.3,Italy,Europe,40.7536,14.5253
31,Toyota Motor,224.5,3.4,371.3,167.2,Japan,Asia,37.9479,139.3273
33,Vodafone,74.4,11.1,219.9,135.7,UK,Europe,53.471,-2.569
34,IBM,104.5,16.6,119.2,239.5,USA,North America,40.8233,-74.4184
35,Proctor & Gamble,83.3,12.9,139.9,208.5,USA,North America,40.7528,-74.1202
36,Daimler,150.8,8,211.9,64.1,Germany,Europe,49.5081,11.4328
37,Pfizer,59,14.6,185.8,201.4,USA,North America,43.0421,-108.4144
38,Statoil,126.8,12.4,140.2,78.1,Norway,Europe,60.3894,5.33
39,AXA Group,147.5,5.3,1005.4,45.3,France,Europe,46.74,-1.6083
40,Commonwealth Bank,47.8,7.3,735.2,117.5,Australia,Oceania,-41.1667,147.5167
41,Microsoft,72.9,15.5,128.7,234.8,USA,North America,19.5828,-154.9695
42,ItaÃº Unibanco Holding,70.5,6.2,453.6,82,Brazil,South America,-11.3414,-62.2864
43,Banco Santander,108.8,2.9,1647.8,82.1,Spain,Europe,37.3833,-5.7167
44,BHP Billiton,72.2,15.4,129.3,184.7,Australia,Oceania,-20.7761,139.4438
45,Banco Bradesco,78.3,5.6,417.5,72,Brazil,South America,-23.2167,-52.6333
46,Nippon Telegraph & Tel,126.9,5.6,226,58.2,Japan,Asia,36.0086,139.2968
46,Johnson & Johnson,67.2,10.9,121.3,221.4,USA,North America,42.8821,-71.171
48,Westpac Banking Group,43.9,6.2,699.6,98.9,Australia,Oceania,-31.95,141.4667
49,Goldman Sachs Group,41.7,7.5,938.6,74.5,USA,North America,43.1825,-89.2362
50,Royal Bank of Canada,38.3,7.7,838.5,87.2,Canada,North America,53.0167,-112.8333
51,Siemens,100.6,5.7,134.4,91.9,Germany,Europe,50.8806,12.0833
51,Sumitomo Mitsui Financial,47.3,6.3,1733.2,57.6,Japan,Asia,33.7417,130.7322
53,Ford Motor,134.3,5.7,190.6,51.8,USA,North America,40.7934,-74.6319
54,Bank of Communications,43.5,9.4,846.4,56.7,China,Asia,34.0244,113.8201
55,BMW Group,98.8,6.6,165.5,60,Germany,Europe,50.5833,8.6667
56,Comcast,62.6,6.2,165,106.3,USA,North America,32.653,-96.5456
58,National Australian Bank,49.2,4.2,791.3,76.3,Australia,Oceania,-33.1333,148.1667
59,Rosneft,68.8,11.2,126.3,73.2,Russia,Europe,56.3,62.6
60,ING Group,130,5.1,1533.7,31.9,The Netherlands,Europe,51.3574,-0.2278
61,Sberbank,36.1,10.8,441.1,73.3,Russia,Europe,51.85,40.8
62,TelefÃ³nica,82.3,5.2,161.5,67.1,Spain,Europe,41.3978,1.9578
62,American International Group,65.7,3.4,548.6,57.5,USA,North America,44.8547,-123.1952
64,Lukoil,116.3,11,99,55.4,Russia,Europe,56.7803,62.0494
65,Prudential,90.2,3.6,489.4,44.7,UK,Europe,56.116,-3.793
66,ANZ,37.5,5.9,666.9,81.2,Australia,Oceania,-29.2111,116.0089
67,Banco do Brasil,69,6,552.2,37.9,Brazil,South America,-28.4825,-48.7808
68,Google,50.2,10.7,93.8,268.4,USA,North America,40.1506,-84.2441
69,BASF,103.9,6.4,83.5,90.1,Germany,Europe,49.6167,6.95
70,General Motors,152.3,6.2,149.4,38.5,USA,North America,38.6409,-77.258
71,TD Bank Group,30.6,6.7,819.4,76.9,Canada,North America,50.22,-119.2481
72,Sanofi,46.1,6.6,132.4,131.6,France,Europe,44.9353,4.8756
73,ConocoPhillips,58.4,8.4,117.1,72.1,USA,North America,39.1625,-91.8712
74,EDF,95.9,4.4,325.2,35.3,France,Europe,49.3425,1.0922
76,Anheuser-Busch InBev,39.8,7.2,122.6,153.5,Belgium,Europe,50.8,4.15
77,Intel,53.3,11,84.4,105.7,USA,North America,37.6328,-122.0766
78,Mizuho Financial,32.8,5.9,2005,53.7,Japan,Asia,42.9833,144.3833
79,Coca-Cola,48,9,86.2,173.1,USA,North America,33.9336,-118.0312
80,Cisco Systems,47.3,9.3,95.4,116.9,USA,North America,40.486,-74.4197
81,Munich Re,88,4.2,340.6,34.9,Germany,Europe,51.6167,8.35
82,Merck & Co,47.3,6.2,106.1,133.3,USA,North America,40.1811,-76.1812
83,Ping An Insurance Group,51.1,3.2,456.2,57,China,Asia,26.4221,112.3999
84,Bank of Nova Scotia,27.6,6.4,737.2,70.6,Canada,North America,43.8833,-78.9417
85,Nissan Motor,113.7,4.1,133.4,43.4,Japan,Asia,40.5123,141.4884
86,Honda Motor,96,2.6,140.9,72.4,Japan,Asia,39.4676,141.9489
87,Vale,45.7,4.8,130.4,92.7,Brazil,South America,-23.15,-50.55
88,PepsiCo,65.5,6.2,74.6,118.9,USA,North America,38.4704,-78.0001
89,Hyundai Motor,75,7.6,114.3,41.5,South Korea,Asia,37.3167,127.2333
90,UnitedHealth Group,110.6,5.5,80.9,56.1,USA,North America,42.2842,-71.7154
91,BBVA-Banco Bilbao Vizcaya,52.1,2.2,840.8,54.7,Spain,Europe,40.45,-3.9833
92,United Technologies,57.7,5.1,89.4,85.5,USA,North America,35.6937,-86.9616
94,Saudi Basic Industries,50.4,6.6,90.2,74.8,Saudi Arabia,Asia,26.2333,36.3667
95,GDF Suez,128,2,268.9,45,France,Europe,43.6144,1.0817
96,Boeing,81.7,3.9,88.9,65.4,USA,North America,36.3242,-121.2428
97,Caterpillar,65.9,5.7,89.4,58.2,USA,North America,32.9871,-117.0201
98,Standard Chartered,26.9,4.9,636.5,64.4,UK,Europe,56.3958,-3.4333
99,E.ON,174.2,2.9,184.9,32.5,Germany,Europe,48.0167,11.7333
100,AmÃ©rica MÃ³vil,60.2,7.1,74.6,70.7,Mexico,North America,20.5222,-100.8122
101,China Merchants Bank,28.4,7.3,547,44.1,China,Asia,23.4767,111.279
102,Oracle,37.1,10.6,79.4,172,USA,North America,38.043,-85.5551
103,Unilever,67.7,5.9,59.9,122.3,The Netherlands,Europe,51.3574,-0.1778
104,CVS Caremark,123.1,3.9,65.9,66,USA,North America,47.7564,-122.3426
105,Tesco,102.8,4.5,81.1,46.9,UK,Europe,53.5444,-2.1169
106,China Life Insurance,63.2,1.8,304.6,79.9,China,Asia,23.021,113.752
107,China Minsheng Banking,27.9,6.1,515.5,43.9,China,Asia,33.0166,96.7333
108,Walt Disney,42.8,5.6,80.6,104,USA,North America,42.6645,-83.1563
108,American Express,33.8,4.5,153.1,73,USA,North America,40.7976,-75.3281
110,Mitsubishi Corp,67.2,5.5,152.6,32.1,Japan,Asia,36.2516,139.1447
111,Cnooc,39.2,10.1,73.2,84.3,Hong Kong,Asia,22.2371,114.0857
112,GlaxoSmithKline,43,7.4,63.5,111.1,UK,Europe,53.357,-2.164
113,Hon Hai Precision,132.1,10.7,65.8,32.1,Taiwan,Asia,24.85,121.8167
114,Ecopetrol,39,8.4,64.4,116.2,Colombia,South America,3.3275,-76.2386
115,China Shenhua Energy,39.7,7.7,70.2,70.8,China,Asia,34.8504,118.851
116,US Bancorp,22.2,5.6,353.9,63.8,USA,North America,34.2671,-110.0384
117,Hitachi,116.8,4.2,113.2,28.5,Japan,Asia,37.1263,140.2109
118,Nordea Bank,23.2,4.2,892.6,47.1,Sweden,Europe,61.3481,16.3947
119,Schlumberger,42.3,5.5,61.5,105.5,The Netherlands,Europe,51.3574,-0.1278
120,Bayer,52.5,3.2,65.6,84.9,Germany,Europe,48.5058,8.3711
121,Reliance Industries,70.3,3.9,64.2,50.4,India,Asia,9.2167,76.4583
122,MetLife,68.2,1.3,836.8,44,USA,North America,39.3239,-94.924
123,Abbott Laboratories,39.9,6,67.2,53.6,USA,North America,41.4849,-73.5921
124,Iberdrola,45.1,3.7,121.7,33.6,Spain,Europe,42.8,-1.6667
125,Shanghai Pudong Development,25.4,5.4,504.5,31.6,China,Asia,26.4249,107.5323
126,Mitsui & Co,63.4,5.2,109.3,27,Japan,Asia,35.3333,133.3333
128,China Citic Bank,24.4,4.9,474.7,32.5,China,Asia,28.2611,120.2106
129,Home Depot,74.8,4.5,41.1,103.3,USA,North America,39.6994,-77.6079
130,Phillips 66,166.1,4.1,48.1,39.9,USA,North America,41.2012,-75.929
131,Bank of Montreal,20.9,4.1,542.9,41,Canada,North America,43.03,-81.08
133,MÃ¸ller-Maersk,60.5,3.8,73.7,35,Denmark,Europe,54.9138,9.7922
134,Verizon Communications,115.8,0.9,225.2,137.3,USA,North America,33.8724,-117.4624
135,EADS,74.5,1.6,115.5,46,The Netherlands,Europe,51.3574,-0.0778
136,State Bank of India,35.1,3,359.1,28.1,India,Asia,22.5363,76.6845
137,Hutchinson Whampoa,31.3,3.4,103.7,45.1,Hong Kong,Asia,22.3314,114.2233
137,News Corp,34.3,4,62.7,70.6,USA,North America,41.7138,-88.3402
139,China Telecom,44.9,2.4,87.4,42,China,Asia,36.4008,106.7351
140,Capital One Financial,23.8,3.5,312.9,32.1,USA,North America,39.2146,-76.7924
141,Repsol YPF,77.7,2.7,81.2,28.8,Spain,Europe,41.9978,1.5208
142,Suncor Energy,38.8,2.8,76.8,47.3,Canada,North America,50.2689,-96.6742
142,Industrial Bank,18.7,4.1,382.3,38.2,China,Asia,32.01,112.122
144,PTT PCL,89.9,3.4,53.3,32.9,Thailand,Asia,18.75,99.0167
145,ENEL,111.9,1.1,226.3,32.2,Italy,Europe,45.3667,9.6833
146,SociÃ©tÃ© GÃ©nÃ©rale,107.8,1,1648.9,29.5,France,Europe,48.75,-0.02
147,Target,73.3,3,48.2,43.1,USA,North America,33.744,-90.7285
148,Softbank,38.7,3.8,58.3,47.2,Japan,Asia,39.4839,141.1471
149,AstraZeneca,28.6,6.4,52.5,58,UK,Europe,50.8,0.52
150,AIA Group,20.4,3,134.4,53.5,Hong Kong,Asia,22.3253,114.0737
151,Occidental Petroleum,24.3,4.6,64.2,67.4,USA,North America,41.4742,-74.1089
152,Philip Morris International,31.4,8.8,37.7,150.6,USA,North America,39.3742,-77.1534
153,Time Warner,28.7,3,68.3,53,USA,North America,42.523,-89.0184
154,UniCredit Group,54.2,1.1,1221.9,29,Italy,Europe,43.7833,7.6667
155,Oil & Natural Gas,28.9,5.5,52.1,50.5,India,Asia,15.04,76.2
156,Manulife Financial,37.3,2,488.2,27.8,Canada,North America,46.5333,-84.35
159,TNK-BP Holding,43.3,7.6,43.3,33,Russia,Europe,56.072,37.0706
159,British American Tobacco,24.1,6.1,44.2,102,UK,Europe,51.5217,-0.7177
161,Canadian Imperial Bank,17.1,3,393.2,32,Canada,North America,45.2,-74.5833
162,Vinci,51.7,2.5,80.9,25.4,France,Europe,48.9553,2.3092
163,BG Group,19.3,4.6,64.4,60.6,UK,Europe,54.57,-1.32
164,Qualcomm,20.5,6.6,44.8,111.6,USA,North America,38.9613,-76.9548
165,PNC Financial Services,16.6,3,305.1,35.3,USA,North America,44.9944,-92.9031
166,Deere & Co,36.8,3.2,55.2,35.9,USA,North America,39.9654,-75.3657
167,SAIC Motor,75,3.3,48.1,26.7,China,Asia,44.594,129.38
168,Wesfarmers,59,2.2,42.9,51.9,Australia,Oceania,-42.8806,147.325
169,France Telecom,57.4,1.5,113.9,29.2,France,Europe,46.8467,-1.8781
170,Express Scripts,93.9,1.3,58.1,48.9,USA,North America,32.8176,-97.2707
171,EI du Pont de Nemours,35.3,2.8,49.7,46.6,USA,North America,39.3787,-74.6102
172,Itochu,51.6,3.6,78.1,20.2,Japan,Asia,34.15,133.7833
173,ItaÃºsa,27.8,2.2,172.4,25.4,Brazil,South America,-22.5228,-44.1039
174,Travelers Cos,25.7,2.5,104.9,31.1,USA,North America,42.4869,-71.1543
175,Renault,54.4,2.3,98.9,20.3,France,Europe,45.6092,4.7906
175,Honeywell International,37.7,2.9,41.9,57.6,USA,North America,27.1735,-80.2862
177,L'OrÃ©al Group,28.9,3.7,39,94.8,France,Europe,48.7363,2.0877
177,RWE Group,67,1.7,111.5,22.9,Germany,Europe,50.5,8.6667
179,National Grid,21.7,3.3,75.6,40.7,UK,Europe,52.5661,-0.2364
180,McDonald's,27.6,5.5,35.4,99.9,USA,North America,37.5265,-121.9843
181,Canon,40.1,2.6,45.7,41.9,Japan,Asia,43.0167,141.7
182,Mondelez International,35,1.6,75.5,50.5,USA,North America,45.7766,-122.5413
183,Allstate,33.3,2.3,126.9,22.9,USA,North America,36.3782,-86.4698
184,Posco,56.5,2.2,74.5,22.9,South Korea,Asia,37.3833,127.1
185,Jardine Matheson,39.6,1.7,63.5,43.3,Hong Kong,Asia,22.335,114.2067
186,Aflac,25.4,2.9,131.1,23.9,USA,North America,29.0516,-95.4521
187,Surgutneftegas,23.4,7.2,51.4,33.7,Russia,Europe,67.9333,32.9167
188,SABMiller,16.7,4.3,55,84.1,UK,Europe,53.5333,-2.2833
189,Union Pacific,20.9,3.9,47.2,66.5,USA,North America,40.5961,-98.39
190,Deutsche Post,73.2,2.2,45,29.4,Germany,Europe,50.8167,6.7667
191,Japan Tobacco,24.6,3.9,43,61.6,Japan,Asia,34.5833,135.65
192,Amgen,17.3,4.3,54.3,68.7,USA,North America,40.4852,-74.2831
193,Dow Chemical,56.8,1.2,69.6,40.7,USA,North America,21.3892,-158.1445
193,3M,29.9,4.4,33.9,73.4,USA,North America,41.8346,-86.2473
195,Bank of New York Mellon,15.1,2.4,359,33.5,USA,North America,42.3589,-71.3001
196,Christian Dior,38.6,1.8,69.9,32,France,Europe,50.6278,3.0583
197,Valero Energy,139.2,2.1,44.5,24.4,USA,North America,32.4409,-85.7131
198,Duke Energy,19.6,1.8,113.9,49.3,USA,North America,35.3917,-97.7246
199,KDDI,43.1,2.9,47.4,29.1,Japan,Asia,35.915,137.9819
200,Telstra,25.8,3.5,40.5,58.4,Australia,Oceania,-37.8333,147.6167
201,WellPoint,61.7,2.7,59,19.8,USA,North America,40.6696,-73.4156
203,Walgreen,70.8,2.1,35.6,40.2,USA,North America,35.066,-85.2481
204,Schneider Electric,31.6,2.4,45.4,42.2,France,Europe,48.0928,-4.3292
205,Dell,56.9,2.4,47.5,25,USA,North America,42.5841,-72.2177
206,China State Construction,76.7,2.2,79.9,16.9,China,Asia,31.6244,117.8902
207,Aegon,55.2,2,483.2,12.7,The Netherlands,Europe,51.3574,-0.0278
208,Legal & General Group,56.9,1.3,562.9,15.5,UK,Europe,51.113,-0.147
209,Lockheed Martin,47.2,2.7,38.7,29.9,USA,North America,34.0566,-84.6716
210,Volvo Group,46.7,1.7,50.4,31.9,Sweden,Europe,59.2833,18.3333
211,SAP,20.9,3.6,35.5,103.9,Germany,Europe,52.0436,8.15
211,Costco Wholesale,103.1,2,29.1,44.2,USA,North America,27.8192,-82.7384
214,JX Holdings,129.5,2.1,80.7,14.4,Japan,Asia,35.9565,136.1843
215,Sumitomo Corp,39.4,3,86.6,16.2,Japan,Asia,34.7789,136.9082
216,Carrefour,101.3,1.6,59.4,19.8,France,Europe,50.6558,3.071
217,China Unicom,39.5,1.1,82.8,32.4,Hong Kong,Asia,22.2864,114.1167
218,Eli Lilly & Co,22.6,4.1,34.4,62.5,USA,North America,41.2369,-95.8516
219,DNB,14.4,2.5,406.8,26.5,Norway,Europe,61.1167,10.4667
220,East Japan Railway,30.6,1.3,82.9,32.5,Japan,Asia,34.8269,135.4706
221,Seven & I Holdings,58.9,1.6,47.6,27.4,Japan,Asia,35.7522,139.2667
221,BT Group,30.9,3.2,37.3,32.5,UK,Europe,51.6287,-0.7482
223,Lowe's Cos,50.5,2,32.7,43.1,USA,North America,27.8868,-81.8214
224,Old Mutual,32.2,1.9,230.4,15.5,UK,Europe,51.438,-2.854
224,Marathon Petroleum,76.5,3.4,27.2,29.1,USA,North America,27.3328,-82.4616
226,People's Insurance Company,41.3,1.1,110.5,24.4,China,Asia,26.3347,106.8929
227,Taiwan Semiconductor,17.4,5.7,32.7,89.9,Taiwan,Asia,23.5947,120.3948
228,EMC,21.7,2.7,38.1,53.3,USA,North America,26.2803,-80.1842
229,Southern Co,16.5,2.4,63.1,39.6,USA,North America,33.3873,-112.3235
230,Danone,27.5,2.2,38,43.3,France,Europe,44.9053,-0.6686
231,Standard Bank Group,21,1.9,182,19.9,South Africa,Africa,-33.2996,26.52
232,Altria Group,17.5,4.2,35.3,67.7,USA,North America,42.8038,-77.7783
233,VTB Bank,16.1,2.8,210,18.9,Russia,Europe,53.1167,46.6
234,Teva Pharmaceutical Inds,20.9,2,50.5,35.5,Israel,Asia,32.4694,35.1036
235,Continental,43.2,2.5,35.2,25.3,Germany,Europe,52.3,13.0167
236,Hess,37.7,2,43.4,24.8,USA,North America,39.2146,-76.7424
237,Archer Daniels Midland,90.6,1.4,45.1,21.7,USA,North America,33.5905,-112.3271
238,McKesson,123.5,1.6,33.4,25.7,USA,North America,30.3674,-86.9407
239,Gas Natural Fenosa,32.9,1.9,60.4,20.4,Spain,Europe,39.9583,-4.8328
240,BCE,20,2.8,41.2,35.6,Canada,North America,49.1833,-68.2667
240,China Everbright Bank,13.5,2.9,275.1,21,China,Asia,26.1274,102.4502
242,Diageo,16.9,3,34.5,76.4,UK,Europe,53.4824,-2.339
243,SEB,14.4,1.8,376.8,23.5,Sweden,Europe,58.4158,15.6253
243,LyondellBasell Industries,46.4,2.9,24.2,36.8,The Netherlands,Europe,51.4074,-0.2778
245,Centrica,38.9,2.1,35.4,27.7,UK,Europe,53.445,-2.422
246,FedEx,43.9,1.8,31.8,34.3,USA,North America,40.4455,-74.3783
247,Svenska Handelsbanken,11.5,2.2,367,28.2,Sweden,Europe,60.0333,13.65
248,Bridgestone,38.1,2.2,35.1,27.4,Japan,Asia,34.1167,134.4
249,Sumitomo Mitsui Trust,15.4,2,415.4,18.4,Japan,Asia,34.9543,137.1744
250,Time Warner Cable,21.4,2.2,49.8,27.3,USA,North America,42.4959,-96.3901
251,Shinhan Financial Group,16.3,2.1,277.5,17.2,South Korea,Asia,36.5509,126.615
252,Marubeni,53,2.1,61.9,13.7,Japan,Asia,35.7167,140.65
253,Natixis,19.2,2.2,658,13.2,France,Europe,50.9858,2.1283
253,United Parcel Service,54.1,0.8,38.9,81.5,USA,North America,45.4125,-122.832
253,Apache,17.1,2,60.7,29.6,USA,North America,38.3714,-97.6605
256,BlackRock,9.3,2.5,200.5,44.2,USA,North America,38.853,-77.3885
257,AbbVie,18,5.3,27,60.9,USA,North America,38.8075,-121.2489
258,Medtronic,16.4,3.5,34.9,46,USA,North America,39.7415,-74.8207
259,Exelon,23.5,1.2,78.6,28.5,USA,North America,38.926,-78.1838
260,Saint-Gobain,57,1,61,21.6,France,Europe,43.95,4.8075
261,Halliburton,28.5,2.6,27.4,39,USA,North America,41.8209,-88.1857
262,Bristol-Myers Squibb,17.6,2,35.9,63.8,USA,North America,34.2662,-85.1863
263,Toshiba,73.7,0.9,65.1,21.3,Japan,Asia,35.2587,138.8846
264,Denso,38.1,1.1,43.2,34.9,Japan,Asia,40.4167,141.7167
265,Swedbank,10.9,2.2,283.8,27.4,Sweden,Europe,59.3294,18.0686
266,Brookfield Asset Management,18.6,1.4,108.6,23,Canada,North America,43.8767,-79.2633
267,Anadarko Petroleum,13.4,2.4,52.6,42.7,USA,North America,26.2785,-80.0891
268,Kia Motors,42,3.4,30.5,19.8,South Korea,Asia,37.4833,126.6333
269,Prudential Financial,84.8,0.5,709.3,28.1,USA,North America,38.7538,-82.9445
270,VimpelCom,23.1,2.1,55.4,19,The Netherlands,Europe,51.4074,-0.2278
271,Woolworths,56.4,1.9,21.5,46.3,Australia,Oceania,-23.5569,145.2883
271,Linde,20.2,1.6,43.5,35.2,Germany,Europe,53.3,9.2833
273,Freeport-McMoRan Copper,18,3,35.4,32.1,USA,North America,40.4276,-111.7957
274,DBS Group,8.8,3.1,288.9,30.7,Singapore,Asia,1.2,103.7
274,Ebay,14.1,2.6,37.1,65.4,USA,North America,33.9759,-118.0689
276,Danaher,18.3,2.4,32.9,43.1,USA,North America,41.4409,-82.184
277,Sun Life Financial,17.6,2,226.8,16.9,Canada,North America,44.7,-75.8833
278,China Pacific Insurance,27.3,0.8,109.3,28.6,China,Asia,30.217,120.103
278,Hyundai Mobis,28.9,3.3,28.1,26.4,South Korea,Asia,36.5592,128.7289
280,China Communications Construction,45.7,1.9,69.6,12.9,China,Asia,32.5401,111.5131
281,Takeda Pharmaceutical,18.2,1.5,43.2,43.6,Japan,Asia,32.0833,130.35
282,NextEra Energy,14.3,1.9,64.4,31.6,USA,North America,34.7498,-77.3208
283,Ping An Bank,13.2,2.2,257.3,18.3,China,Asia,35.0042,108.0314
284,Air Luquide,20.2,2.1,32.5,39.3,France,Europe,49.09,0.6
285,Danske Bank,22.6,0.8,615.6,19.1,Denmark,Europe,55.4917,9.5
286,TeliaSonera,16.1,3.1,38.1,31,Sweden,Europe,67.8489,20.3028
287,Standard Life,31.2,1.1,283,13.5,UK,Europe,53.2947,-2.7289
288,Canadian Natural Resources,14.7,1.9,49.2,36,Canada,North America,49.2625,-122.7811
289,Husky Energy,22.5,2,35.3,29,Canada,North America,43.9167,-78.2167
290,Cigna,29.1,1.6,53.7,17.9,USA,North America,40.2851,-83.0741
291,Rolls-Royce Holding,19.8,3.7,28.9,30.7,UK,Europe,51.484,-2.7626
292,Ericsson,35,0.9,40.4,44.1,Sweden,Europe,60.1456,16.1683
292,State Street,10.1,2.1,222.6,27.4,USA,North America,30.5205,-87.1899
294,CNP Assurances,53.2,1.2,466.1,9.9,France,Europe,47.8906,1.8408
295,Singtel,15,3.2,31.4,45.7,Singapore,Asia,1.2,103.75
296,Imperial Tobacco Group,23.7,1.1,44.4,35.2,UK,Europe,52.459,-2.116
297,National Oilwell Varco,20,2.5,31.5,30.1,USA,North America,39.3021,-76.4449
298,Oversea-Chinese Banking,8.3,3.3,242.2,29,Singapore,Asia,1.2,103.8
299,Power Corp of Canada,34.2,1.1,272.8,12.4,Canada,North America,49.2339,-124.805
299,Heineken Holding,24.3,1.9,46.7,18.6,The Netherlands,Europe,51.4074,-0.1778
301,Deutsche Bank,55,0.4,2652.6,41.3,Germany,Europe,50.5094,12.4
302,Central Japan Railway,18.2,1.6,61.3,20.6,Japan,Asia,36.5991,140.6515
303,Mitsubishi Electric,44,1.4,39.1,18.8,Japan,Asia,36.631,139.9865
305,Nippon Steel & Sumitomo Metal,49.4,0.7,58.9,25.6,Japan,Asia,32.4711,131.6461
305,Emerson Electric,24.7,2.1,23.8,41.6,USA,North America,40.0014,-75.7619
307,Sun Hung Kai Properties,8.8,5.6,60.3,36.4,Hong Kong,Asia,22.3,114.2
307,KoÃ§ Holding,47.1,1.3,61.1,13.6,Turkey,Europe,40.1014,27.6514
309,ICICI Bank,13.2,1.5,118,22.8,India,Asia,18.1159,83.406
310,BB&T,10.7,2,183.9,21.7,USA,North America,27.2286,-82.4672
312,Aetna,36.6,1.7,41.5,16.7,USA,North America,33.6872,-111.8651
313,Wilmar International,46.3,1.3,41.7,17,Singapore,Asia,1.2,103.85
314,China Vanke,15.5,2,60.3,18.9,China,Asia,32.982,109.5599
314,Visa,10.7,2.4,35.9,104.8,USA,North America,36.1995,-119.34
316,China Railway Construction,74.5,1.3,77.1,10.4,China,Asia,37.1167,79.9167
317,Henkel,21.8,2,25,37.3,Germany,Europe,50.7,6.4833
318,Accenture,30.1,3.1,16.4,53.3,Ireland,Europe,53.5224,-7.3378
319,Reckitt Benckiser Group,15.6,3,24.4,51.2,UK,Europe,51.4594,0.1097
320,Sasol,20.8,2.9,24.7,29.4,South Africa,Africa,-31.6167,18.7333
321,Inditex,20.6,3,17.5,83.3,Spain,Europe,37.0722,-5.5017
322,China Railway Group,76.7,1.2,88.4,10.2,China,Asia,37.613,113.6995
323,KBC Group,21.7,0.8,338.7,16.3,Belgium,Europe,51.1333,4.45
323,Johnson Controls,42,1.2,31.2,23.9,USA,North America,39.9687,-76.6755
325,BAE Systems,26.3,1.7,36.2,18.8,UK,Europe,52.6602,1.2161
326,Telenor,18.3,1.7,29.6,34.1,Norway,Europe,60.2528,10.6672
327,KB Financial Group,15.6,1.5,265.1,13.2,South Korea,Asia,37.3417,127.9208
328,Enbridge,25.4,0.7,47.4,36.9,Canada,North America,46.5667,-72.75
329,Fresenius,24.8,1.2,40.5,22.1,Germany,Europe,48.2903,9.1094
330,Samsung Life Insurance,19.1,0.8,142.2,17.7,South Korea,Asia,37.3,127.6333
331,Komatsu,23.9,2,27.7,22.2,Japan,Asia,38.7272,139.8267
332,Maybank,9.1,1.9,161.4,24.3,Malaysia,Asia,4.2583,117.8944
333,Isbank,12.4,1.9,112.7,16.8,Turkey,Europe,38.5072,43.4356
334,Tata Motors,32.6,2.7,27.6,15.9,India,Asia,21.2844,72.8763
335,Resona Holdings,9.5,3.1,522.9,13.6,Japan,Asia,33.9167,132.2333
336,Kroger,96.8,1.5,24.7,16.3,USA,North America,42.0531,-93.877
337,SunTrust Banks,11.2,2,173.4,15.7,USA,North America,45.125,-92.5377
338,Carnival,15.4,1.5,38.7,28.4,Panama,North America,7.7667,-80.2833
339,American Electric,14.9,1.3,54.4,23.3,USA,North America,46.0608,-113.0678
340,Chubb,13.6,1.5,52.2,22.3,USA,North America,42.2333,-88.3351
341,Garanti Bank,9.8,1.9,99.2,22,Turkey,Europe,38.7039,39.9511
